top_FPGen.FPGen.Architecture , top_FPGen.FPGen.CMA.EnableDenormals , top_FPGen.FPGen.CMA.EnableForwarding , top_FPGen.FPGen.CMA.EnableMultiplePumping , top_FPGen.FPGen.CMA.ExponentWidth , top_FPGen.FPGen.CMA.FractionWidth , top_FPGen.FPGen.CMA.MUL.Mult.MultP.BoothType , top_FPGen.FPGen.CMA.MUL.Mult.MultP.Designware_MODE , top_FPGen.FPGen.CMA.MUL.Mult.MultP.TreeType , top_FPGen.FPGen.CMA.MulPipelineDepth , top_FPGen.FPGen.CMA.PipelineDepth , top_FPGen.FPGen.DW_FMA.EnableDenormals , top_FPGen.FPGen.DW_FMA.EnableForwarding , top_FPGen.FPGen.DW_FMA.ExponentWidth , top_FPGen.FPGen.DW_FMA.FractionWidth , top_FPGen.FPGen.DW_FMA.PipelineDepth , top_FPGen.FPGen.FMA.EnableDenormals , top_FPGen.FPGen.FMA.EnableForwarding , top_FPGen.FPGen.FMA.EnableMultiplePumping , top_FPGen.FPGen.FMA.ExponentWidth , top_FPGen.FPGen.FMA.FractionWidth , top_FPGen.FPGen.FMA.MulShift.MUL0.BoothType , top_FPGen.FPGen.FMA.MulShift.MUL0.Designware_MODE , top_FPGen.FPGen.FMA.MulShift.MUL0.TreeType , top_FPGen.FPGen.FMA.MulpPipelineDepth , top_FPGen.FPGen.FMA.PipelineDepth , top_FPGen.FPGen.FMA.Retiming , top_FPGen.FPGen.FMA.SmartRetiming , TOP_RP , TOP_VT , TOP_Voltage , COST_Mapped_Add_Dyn_Energy_pJ , COST_Mapped_Add_Dyn_Power_mW , COST_Mapped_Add_Leak_Power_mW , COST_Mapped_Avg_Dyn_Energy_pJ , COST_Mapped_Avg_Dyn_Power_mW , COST_Mapped_Avg_Leak_Power_mW , COST_Mapped_Cell_Area_mmsq , COST_Mapped_Clk_Period_nS , COST_Mapped_Comb_Area_mmsq , COST_Mapped_Core_Area_mmsq , COST_Mapped_MulAdd_Dyn_Energy_pJ , COST_Mapped_MulAdd_Dyn_Power_mW , COST_Mapped_MulAdd_Leak_Power_mW , COST_Mapped_Mul_Dyn_Energy_pJ , COST_Mapped_Mul_Dyn_Power_mW , COST_Mapped_Mul_Leak_Power_mW , COST_Mapped_Net_Area_mmsq , COST_Mapped_NonComb_Area_mmsq , COST_Mapped__Area_mmsq , COST_Mapped__u_CompoundAdder_Add_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Add_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Add_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Avg_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Leak_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Mul_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Leak_Power_mW , COST_Mapped__u_CompoundAdder__Area_mmsq , COST_Mapped__u_LZA_Add_Dyn_Energy_pJ , COST_Mapped__u_LZA_Add_Dyn_Power_mW , COST_Mapped__u_LZA_Add_Leak_Power_mW , COST_Mapped__u_LZA_Avg_Dyn_Energy_pJ , COST_Mapped__u_LZA_Avg_Dyn_Power_mW , COST_Mapped__u_LZA_Avg_Leak_Power_mW , COST_Mapped__u_LZA_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_LZA_MulAdd_Dyn_Power_mW , COST_Mapped__u_LZA_MulAdd_Leak_Power_mW , COST_Mapped__u_LZA_Mul_Dyn_Energy_pJ , COST_Mapped__u_LZA_Mul_Dyn_Power_mW , COST_Mapped__u_LZA_Mul_Leak_Power_mW , COST_Mapped__u_LZA__Area_mmsq , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Add_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP__Area_mmsq , PERF_Mapped_Clk_Freq_Ghz
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,10.34025,13.787,3.22,18.414,24.552,3.2,0.047622532,1.276,0.039098355,0.047622532,23.157,30.876,3.21,23.157,30.876,3.21,0,0.008524177,3.35E-06,0.065175,0.0869,0.00764,0.065025,0.0867,0.0076,0.06465,0.0862,0.00755,0.06465,0.0862,0.00755,5.54E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.016018355,0.78369906
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,12.96225,17.283,4.44,23.18025,30.907,4.42,0.047622532,0.9419,0.039098355,0.047622532,29.18175,38.909,4.44,29.18175,38.909,4.44,0,0.008524177,3.35E-06,0.082125,0.1095,0.0105,0.08205,0.1094,0.0105,0.081525,0.1087,0.0104,0.081525,0.1087,0.0104,5.54E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.016018355,1.061683831
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,15.96,21.28,6.07,28.65,38.2,6.03,0.047622532,0.75,0.039098355,0.047622532,36.10275,48.137,6.05,36.10275,48.137,6.05,0,0.008524177,3.35E-06,0.101625,0.1355,0.0144,0.101475,0.1353,0.0143,0.100875,0.1345,0.0142,0.100875,0.1345,0.0142,5.54E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.016018355,1.333333333
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,8.103,8.103,1.94,14.689,14.689,1.98,0.035399599,1.7146,0.027552092,0.035399599,18.541,18.541,1.99,18.541,18.541,1.99,0,0.007847507,3.35E-06,0.0613,0.0613,0.00683,0.0614,0.0614,0.0068,0.061,0.061,0.00676,0.061,0.061,0.00676,7.83E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.012300372,0.583226408
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,10.165,10.165,2.66,18.494,18.494,2.73,0.035399599,1.2579,0.027552092,0.035399599,23.361,23.361,2.73,23.361,23.361,2.73,0,0.007847507,3.35E-06,0.0774,0.0774,0.00943,0.0774,0.0774,0.00939,0.0771,0.0771,0.00935,0.0771,0.0771,0.00935,7.83E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.012300372,0.794975753
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,12.527,12.527,3.6,22.86,22.86,3.7,0.035399599,0.9999,0.027552092,0.035399599,28.896,28.896,3.71,28.896,28.896,3.71,0,0.007847507,3.35E-06,0.0958,0.0958,0.0129,0.0959,0.0959,0.0128,0.0955,0.0955,0.0128,0.0955,0.0955,0.0128,7.83E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.012300372,1.00010001
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,11.452,5.726,1.68,18.086,9.043,1.71,0.0323537,3.329,0.025579411,0.0323537,20.37,10.185,1.71,20.37,10.185,1.71,0,0.006774289,3.35E-06,0.0566,0.0283,0.00604,0.057,0.0285,0.00601,0.0568,0.0284,0.00598,0.0568,0.0284,0.00598,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01119258,0.300390508
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,14.436,7.218,2.31,22.816,11.408,2.34,0.0323537,2.4872,0.025579411,0.0323537,25.696,12.848,2.34,25.696,12.848,2.34,0,0.006774289,3.35E-06,0.0714,0.0357,0.00834,0.072,0.036,0.00829,0.0718,0.0359,0.00824,0.0718,0.0359,0.00824,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01119258,0.40205854
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,3,6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,17.89,8.945,3.13,28.272,14.136,3.18,0.0323537,1.9996,0.025579411,0.0323537,31.836,15.918,3.17,31.836,15.918,3.17,0,0.006774289,3.35E-06,0.0884,0.0442,0.0114,0.089,0.0445,0.0113,0.089,0.0445,0.0112,0.089,0.0445,0.0112,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01119258,0.50010002
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,3,7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.8,10.796,43.184,2.13,19.552,78.208,2.09,0.069315852,0.83985,0.058771895,0.069315852,24.20625,96.825,2.1,24.20625,96.825,2.1,0,0.010543957,0.069315852,0.0875,0.35,0.00566,0.0865,0.346,0.00564,0.0855,0.342,0.00564,0.0855,0.342,0.00564,4.16E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.190688813
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,3,7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.9,13.5165,54.066,2.92,24.565,98.26,2.86,0.069315852,0.5863,0.058771895,0.069315852,30.4375,121.75,2.87,30.4375,121.75,2.87,0,0.010543957,0.069315852,0.11025,0.441,0.00774,0.10925,0.437,0.00772,0.108,0.432,0.00772,0.108,0.432,0.00772,4.16E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.705611462
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,3,7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,1,16.602,66.408,3.94,30.258,121.032,3.86,0.069315852,0.7185,0.058771895,0.069315852,37.51575,150.063,3.86,37.51575,150.063,3.86,0,0.010543957,0.069315852,0.13625,0.545,0.0104,0.13475,0.539,0.0104,0.13325,0.533,0.0104,0.13325,0.533,0.0104,4.16E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.391788448
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,10.073,10.073,2.61,16.837,16.837,2.71,0.048852569,1.6209,0.038420096,0.048852569,20.598,20.598,2.7,20.598,20.598,2.7,0,0.010432473,0.048852569,0.0559,0.0559,0.00594,0.0556,0.0556,0.00591,0.0564,0.0564,0.00589,0.0564,0.0564,0.00589,5.08E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.616941206
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,12.577,12.577,3.57,21.147,21.147,3.72,0.048852569,1.2006,0.038420096,0.048852569,25.909,25.909,3.7,25.909,25.909,3.7,0,0.010432473,0.048852569,0.0704,0.0704,0.00819,0.0701,0.0701,0.00815,0.071,0.071,0.00812,0.071,0.071,0.00812,5.08E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.832916875
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,15.442,15.442,4.83,26.1,26.1,5.04,0.048852569,0.9657,0.038420096,0.048852569,32.021,32.021,5.02,32.021,32.021,5.02,0,0.010432473,0.048852569,0.087,0.087,0.0112,0.0867,0.0867,0.0111,0.0879,0.0879,0.0111,0.0879,0.0879,0.0111,5.08E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.035518277
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,9.0195,6.013,2.48,15.669,10.446,2.58,0.0467176,2.491,0.036826499,0.0467176,19.3635,12.909,2.57,19.3635,12.909,2.57,0,0.009891101,0.0467176,0.0573,0.0382,0.00596,0.05715,0.0381,0.00594,0.0579,0.0386,0.00592,0.0579,0.0386,0.00592,3.44E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.401445203
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,11.2875,7.525,3.39,19.719,13.146,3.54,0.0467176,1.8612,0.036826499,0.0467176,24.3975,16.265,3.53,24.3975,16.265,3.53,0,0.009891101,0.0467176,0.0723,0.0482,0.00822,0.07215,0.0481,0.00818,0.07305,0.0487,0.00815,0.07305,0.0487,0.00815,3.44E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.537287771
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,13.8915,9.261,4.58,24.3885,16.259,4.8,0.0467176,1.4931,0.036826499,0.0467176,30.207,20.138,4.78,30.207,20.138,4.78,0,0.009891101,0.0467176,0.0894,0.0596,0.0112,0.08925,0.0595,0.0111,0.0903,0.0602,0.0111,0.0903,0.0602,0.0111,3.44E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.669747505
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.8,13.3905,26.781,2.01,21.323,42.646,2.03,0.068616955,0.96425,0.056761816,0.068616955,25.699,51.398,2.02,25.699,51.398,2.02,0,0.011855139,0.068616955,0.09215,0.1843,0.00568,0.0913,0.1826,0.00566,0.092,0.184,0.00563,0.092,0.184,0.00563,4.52E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.037075447
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.9,16.731,33.462,2.74,26.743,53.486,2.77,0.068616955,0.8932,0.056761816,0.068616955,32.2665,64.533,2.76,32.2665,64.533,2.76,0,0.011855139,0.068616955,0.11615,0.2323,0.00776,0.1152,0.2304,0.00773,0.11595,0.2319,0.00769,0.11595,0.2319,0.00769,4.52E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.119570085
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,1,20.5115,41.023,3.7,32.8875,65.775,3.73,0.068616955,0.7034,0.056761816,0.068616955,39.7135,79.427,3.72,39.7135,79.427,3.72,0,0.011855139,0.068616955,0.1435,0.287,0.0105,0.1425,0.285,0.0104,0.143,0.286,0.0103,0.143,0.286,0.0103,4.52E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.421666193
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.8,12.324,16.432,1.9,19.94325,26.591,1.93,0.063557273,1.0974,0.0521703,0.063557273,24.21225,32.283,1.92,24.21225,32.283,1.92,0,0.011386973,0.063557273,0.0918,0.1224,0.00574,0.09045,0.1206,0.00573,0.09075,0.121,0.00572,0.09075,0.121,0.00572,5.06E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.91124476
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.9,15.396,20.528,2.6,25.008,33.344,2.63,0.063557273,0.8642,0.0521703,0.063557273,30.39225,40.523,2.62,30.39225,40.523,2.62,0,0.011386973,0.063557273,0.115725,0.1543,0.00786,0.11415,0.1522,0.00784,0.11445,0.1526,0.00783,0.11445,0.1526,0.00783,5.06E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.157139551
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,8,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,1,18.87675,25.169,3.5,30.7545,41.006,3.55,0.063557273,0.6745,0.0521703,0.063557273,37.4025,49.87,3.53,37.4025,49.87,3.53,0,0.011386973,0.063557273,0.142875,0.1905,0.0106,0.141225,0.1883,0.0106,0.14145,0.1886,0.0106,0.14145,0.1886,0.0106,5.06E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,1.482579689
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.8,9.156,4.578,1.17,15.768,7.884,1.23,0.048068118,2.8521,0.03727579,0.048068118,19.322,9.661,1.22,19.322,9.661,1.22,0,0.010792329,0.048068118,0.0582,0.0291,0.00291,0.059,0.0295,0.0029,0.0598,0.0299,0.0029,0.0598,0.0299,0.0029,3.49E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.350618842
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.9,11.456,5.728,1.6,19.81,9.905,1.67,0.048068118,1.9868,0.03727579,0.048068118,24.296,12.148,1.67,24.296,12.148,1.67,0,0.010792329,0.048068118,0.0734,0.0367,0.00399,0.0744,0.0372,0.00398,0.0754,0.0377,0.00397,0.0754,0.0377,0.00397,3.49E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.503321925
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,4,9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,1,14.066,7.033,2.15,24.408,12.204,2.25,0.048068118,1.512,0.03727579,0.048068118,29.962,14.981,2.25,29.962,14.981,2.25,0,0.010792329,0.048068118,0.0904,0.0452,0.00539,0.092,0.046,0.00537,0.0928,0.0464,0.00536,0.0928,0.0464,0.00536,3.49E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.661375661
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,13.26,6.63,1.83,20.22,10.11,1.87,0.036224269,3.3192,0.025601461,0.036224269,22.646,11.323,1.86,22.646,11.323,1.86,0,0.010622808,0.036224269,0.058,0.029,0.00599,0.0582,0.0291,0.00597,0.0578,0.0289,0.00595,0.0578,0.0289,0.00595,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01130724,0.301277416
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.9,16.706,8.353,2.5,25.5,12.75,2.56,0.036224269,2.4857,0.025601461,0.036224269,28.564,14.282,2.56,28.564,14.282,2.56,0,0.010622808,0.036224269,0.0734,0.0367,0.00826,0.0736,0.0368,0.00823,0.0728,0.0364,0.0082,0.0728,0.0364,0.0082,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01130724,0.402301163
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,1,20.686,10.343,3.4,31.582,15.791,3.47,0.036224269,1.9998,0.025601461,0.036224269,35.378,17.689,3.47,35.378,17.689,3.47,0,0.010622808,0.036224269,0.0908,0.0454,0.0112,0.091,0.0455,0.0112,0.0902,0.0451,0.0112,0.0902,0.0451,0.0112,3.42E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.01130724,0.500050005
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.8,13.919875,111.359,2.69,22.990625,183.925,2.63,0.086724239,0.5745,0.072404969,0.086724239,27.681,221.448,2.62,27.681,221.448,2.62,0,0.01431927,0.086724239,0.088625,0.709,0.00512,0.088,0.704,0.00511,0.086625,0.693,0.00509,0.086625,0.693,0.00509,5.45E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,3.35E-06,1.740644038
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,0.9,17.447375,139.579,3.68,28.897,231.176,3.6,0.086724239,0.399733333,0.072404969,0.086724239,34.817875,278.543,3.58,34.817875,278.543,3.58,0,0.01431927,0.086724239,0.11175,0.894,0.007,0.111125,0.889,0.00698,0.10925,0.874,0.00696,0.10925,0.874,0.00696,5.45E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,3.35E-06,2.501667779
CMA , YES , YES , YES ,11,52,2, OFF , Wallace ,5,10,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , svt ,1,21.44825,171.586,4.97,35.603125,284.825,4.85,0.086724239,0.7285,0.072404969,0.086724239,42.922,343.376,4.82,42.922,343.376,4.82,0,0.01431927,0.086724239,0.138125,1.105,0.00942,0.13725,1.098,0.0094,0.135,1.08,0.00937,0.135,1.08,0.00937,5.45E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,3.35E-06,1.372683596
CMA , YES , YES , NO ,11,52,2, OFF , Wallace ,6,12,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , True , lvt ,0.8,12.96825,17.291,2.72,21.06525,28.087,2.71,0.0460718,1.2736,0.03134434,0.0460718,25.7775,34.37,2.69,25.7775,34.37,2.69,0,0.01472746,0.0460718,0.057525,0.0767,0.00616,0.05715,0.0762,0.00613,0.05745,0.0766,0.00611,0.05745,0.0766,0.00611,5.29E-05,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.015776334,0.785175879
